년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,,평균기온(℃),평균최고기온(℃),최저기온(℃)
2012,5,2,79432,63419,59194,4225,7.1,2012/05/02(15:00),,19,23.7,9.6
2012,5,1,79432,63986,53469,10517,19.7,2012/05/01(21:00),,18.8,23.2,6.1
2012,4,30,79432,63614,57303,6311,11,2012/04/30(17:00),,18.7,23.7,5.7
2012,4,29,79432,63015,50060,12955,25.9,2012/04/29(21:00),,16.8,22.1,5.4
2012,4,28,79432,65313,52289,13024,24.9,2012/04/28(11:00),,16.9,24.9,2.5
2012,4,27,79432,66367,57420,8947,15.6,2012/04/27(15:00),,14.5,23.1,-0.4
2012,4,26,79432,66414,58571,7843,13.4,2012/04/26(20:00),,13.1,18.1,3.1
2012,4,25,79432,65664,60184,5480,9.1,2012/04/25(15:00),,14.7,18.9,5.5
2012,4,24,79432,64662,57954,6708,11.6,2012/04/24(21:00),,19,27.2,5.9
2012,4,23,79432,65692,59092,6600,11.2,2012/04/23(11:00),,15.7,22.8,4.6
2012,4,22,79432,62827,51897,10930,21.1,2012/04/22(23:00),,12.4,16.4,5.3
2012,4,21,79432,62424,56020,6404,11.4,2012/04/21(12:00),,12.6,15,3.3
2012,4,20,79432,66515,58827,7688,13.1,2012/04/20(20:00),,15,19.6,4.3
2012,4,19,79432,66638,59736,6902,11.6,2012/04/19(20:00),,13.6,19.2,1.1
2012,4,18,79432,65974,58531,7443,12.7,2012/04/18(11:00),,13.5,21.2,-0.9
2012,4,17,79432,66163,59495,6668,11.2,2012/04/17(20:00),,11.9,19.2,-2.5
2012,4,16,79432,65870,59317,6553,11,2012/04/16(20:00),,13.3,21.1,6.9
2012,4,15,79432,63956,51032,12924,25.3,2012/04/15(23:00),,14.7,23.3,1.9
2012,4,14,79432,65061,54323,10738,19.8,2012/04/14(11:00),,12.7,20.1,-1.4
2012,4,13,79432,67398,59998,7400,12.3,2012/04/13(20:00),,10.5,14.7,0.4
2012,4,12,79432,67787,60318,7469,12.4,2012/04/12(20:00),,10.8,17.1,-1.1
2012,4,11,79432,67406,57192,10214,17.9,2012/04/11(11:00),,12.5,17.6,2.1
2012,4,10,79432,66938,60615,6323,10.4,2012/04/10(17:00),,13.7,18,1.6
2012,4,9,79432,67012,59632,7380,12.4,2012/04/09(11:00),,16,22.4,3.3
2012,4,8,79432,66356,52545,13811,26.3,2012/04/08(23:00),,13.3,21,-2.4
2012,4,7,79432,66934,56470,10464,18.5,2012/04/07(11:00),,6.8,13.8,-5.5
2012,4,6,79432,69404,61955,7449,12,2012/04/06(11:00),,6.3,12.3,-4.4
2012,4,5,79432,69374,61447,7927,12.9,2012/04/05(20:00),,8.3,14.2,-1.8
2012,4,4,79432,69319,62455,6864,11,2012/04/04(10:00),,8.7,15.7,-6.2
2012,4,3,79432,69474,64390,5084,7.9,2012/04/03(11:00),,6.7,13.3,-3.4
2012,4,2,79432,69866,62058,7808,12.6,2012/04/02(11:00),,10.1,16.9,-3.7
2012,4,1,79432,68340,53824,14516,27,2012/04/01(23:00),,5.5,11.7,-5
2012,3,31,79648,68874,55993,12881,23,2012/03/31(24:00),,7,11.8,2.8
2012,3,30,79648,69940,62023,7917,12.8,2012/03/30(11:00),,12,15.5,1.9
2012,3,29,79648,70777,61505,9272,15.1,2012/03/29(10:00),,11.9,18.9,-4.7
2012,3,28,79648,71122,62671,8451,13.5,2012/03/28(10:00),,9.9,17.4,-2.7
2012,3,27,79648,71373,64132,7241,11.3,2012/03/27(11:00),,8.1,15.6,-6.1
2012,3,26,79648,71863,65406,6457,9.9,2012/03/26(11:00),,4.6,10.8,-12.9
2012,3,25,79648,70747,55600,15147,27.2,2012/03/25(23:00),,4.4,8.8,-4.7
2012,3,24,79648,70539,58455,12084,20.7,2012/03/24(24:00),,4.8,8.8,-4.2
2012,3,23,79648,72152,65916,6236,9.5,2012/03/23(11:00),,6,8.3,3.7
2012,3,22,79648,72030,66314,5716,8.6,2012/03/22(11:00),,6.6,10.4,-2.9
2012,3,21,79648,73008,65554,7454,11.4,2012/03/21(10:00),,5.3,12.7,-8.9
2012,3,20,79648,72901,65917,6984,10.6,2012/03/20(10:00),,3.9,10,-12.2
2012,3,19,79648,72879,65929,6950,10.5,2012/03/19(11:00),,3.9,9.5,-12.3
2012,3,18,79648,69438,55516,13922,25.1,2012/03/18(23:00),,7.3,12.4,-5.8
2012,3,17,79648,69509,58487,11022,18.8,2012/03/17(11:00),,9.3,13.4,6.7
2012,3,16,79648,73753,65949,7804,11.8,2012/03/16(11:00),,7.2,11.2,-4.6
2012,3,15,79648,73696,66662,7034,10.6,2012/03/15(10:00),,6.1,12.9,-9.2
2012,3,14,79648,73918,67941,5977,8.8,2012/03/14(10:00),,4.5,11,-9.7
2012,3,13,79648,74651,67944,6707,9.9,2012/03/13(10:00),,1.6,8.2,-11.4
2012,3,12,79648,75420,69180,6240,9,2012/03/12(11:00),,-0.3,5.1,-11.2
2012,3,11,79648,72420,58214,14206,24.4,2012/03/11(24:00),,0.3,3.4,-9
2012,3,10,79648,71155,59193,11962,20.2,2012/03/10(11:00),,4.5,9.6,-4.6
2012,3,9,79648,73878,67403,6475,9.6,2012/03/09(11:00),,3.9,9.6,-5.9
2012,3,8,79648,74527,67407,7120,10.6,2012/03/08(10:00),,3.9,9.5,-9.9
2012,3,7,79648,74302,67480,6822,10.1,2012/03/07(10:00),,4.5,9.9,0.6
2012,3,6,79342,73986,68119,5867,8.6,2012/03/06(11:00),,4.9,7.9,-2.4
2012,3,5,79342,74085,67475,6610,9.8,2012/03/05(11:00),,5.3,7,-2
2012,3,4,79342,73226,55923,17303,30.9,2012/03/04(23:00),,5.6,8.4,-3.2
2012,3,3,79342,73369,57884,15485,26.8,2012/03/03(24:00),,6.2,10.6,-3.6
2012,3,2,79342,74949,65461,9488,14.5,2012/03/02(11:00),,5.8,7.9,-2.6
2012,3,1,79342,74921,59676,15245,25.5,2012/03/01(23:00),,7.3,14.5,-4.1
2012,2,29,79342,75066,66910,8156,12.2,2012/02/29(10:00),,4.6,12.1,-14.5
2012,2,28,79342,76552,69091,7461,10.8,2012/02/28(10:00),,1.6,7,-16.5
2012,2,27,79342,75408,68116,7292,10.7,2012/02/27(11:00),,-0.3,6.8,-19.1
2012,2,26,79342,73833,58687,15146,25.8,2012/02/26(24:00),,-0.1,4.3,-13.8
2012,2,25,79342,76126,60731,15395,25.3,2012/02/25(24:00),,2.2,5.3,의령군
2012,2,24,79342,77736,66140,11596,17.5,2012/02/24(10:00),,4.5,9.4,-6.7
2012,2,23,79342,77384,66267,11117,16.8,2012/02/23(10:00),,5.7,10.8,-4.1
2012,2,22,79342,77978,68837,9141,13.3,2012/02/22(10:00),,4.4,10.7,-13.6
2012,2,21,79342,77532,70066,7466,10.7,2012/02/21(10:00),,0.8,6.3,-11.8
2012,2,20,79342,77591,70433,7158,10.2,2012/02/20(10:00),,-0.6,7,-16.7
2012,2,19,79342,77627,60733,16894,27.8,2012/02/19(01:00),,-3.3,2.7,-16.9
2012,2,18,79342,77710,64121,13589,21.2,2012/02/18(11:00),,-4.8,-0.3,-19.3
2012,2,17,79342,77791,70987,6804,9.6,2012/02/17(10:00),,-3.6,0.1,-14.2
2012,2,16,79342,78068,69414,8654,12.5,2012/02/16(10:00),,0.3,4.9,-13.3
2012,2,15,79342,77973,69690,8283,11.9,2012/02/15(10:00),,2.1,7,-8.7
2012,2,14,79342,77780,70253,7527,10.7,2012/02/14(10:00),,3.4,9,-8.4
2012,2,13,79342,77402,71147,6255,8.8,2012/02/13(11:00),,2.3,6.5,-7.3
2012,2,12,79342,77513,60365,17148,28.4,2012/02/12(01:00),,0,6.7,-13.8
2012,2,11,79342,78199,64071,14128,22.1,2012/02/11(01:00),,-2.4,3.6,-17.1
2012,2,10,79342,78845,72535,6310,8.7,2012/02/10(10:00),,-1.4,3.7,-16
2012,2,9,79342,78802,72432,6370,8.8,2012/02/09(10:00),,-3,1.7,-17.5
2012,2,8,79342,79594,73131,6463,8.8,2012/02/08(10:00),,-6.3,-1.6,-18.5
2012,2,7,79342,79034,73098,5936,8.1,2012/02/07(10:00),,-3.7,3,-16.4
2012,2,6,79342,78517,72008,6509,9,2012/02/06(10:00),,1.2,6.2,-4.3
2012,2,5,79342,77110,61327,15783,25.7,2012/02/05(01:00),,-0.6,5.6,-5.2
2012,2,4,79342,77440,65486,11954,18.3,2012/02/04(01:00),,-1.9,4.1,-16.4
2012,2,3,79342,79449,73040,6409,8.8,2012/02/03(11:00),,-7,-0.9,-27.7
2012,2,2,79342,79505,73833,5672,7.7,2012/02/02(11:00),,-10.2,-5.7,-24.6
2012,2,1,79342,79433,72012,7421,10.3,2012/02/01(15:00),,-6.5,-0.4,-21.7
2012,1,31,79342,79358,72308,7050,9.7,2012/01/31(10:00),,-2.3,3.4,-16.9
2012,1,30,79342,79502,71609,7893,11,2012/01/30(11:00),,-2.8,2.4,-21.8
2012,1,29,79342,78744,60436,18308,30.3,2012/01/29(24:00),,-0.9,4.8,-18.9
2012,1,28,79342,78278,63016,15262,24.2,2012/01/28(11:00),,0.2,5.7,-16.8
2012,1,27,79342,79229,71023,8206,11.6,2012/01/27(11:00),,0.1,6.1,-14.8
2012,1,26,79342,79444,70451,8993,12.8,2012/01/26(11:00),,-3.3,3.2,-19.5
2012,1,25,79342,78691,63424,15267,24.1,2012/01/25(12:00),,-5.9,-2,-16.3
2012,1,24,79342,77254,56051,21203,37.8,2012/01/24(24:00),,-5.8,-0.7,-18.8
2012,1,23,79342,77051,53318,23733,44.5,2012/01/23(24:00),,-6.3,-2.3,-18.5
2012,1,22,79342,75962,54550,21412,39.3,2012/01/22(01:00),,-1.7,2.5,-14.5
2012,1,21,79342,77702,58618,19084,32.6,2012/01/21(01:00),,3.8,6.7,-6.8
2012,1,20,79342,78701,66299,12402,18.7,2012/01/20(10:00),,5.9,8.9,-2.4
2012,1,19,79342,78219,69189,9030,13.1,2012/01/19(10:00),,4.8,7.4,-5.7
2012,1,18,79342,78992,69874,9118,13,2012/01/18(10:00),,2.4,7.3,-10.6
2012,1,17,79342,78532,69998,8534,12.2,2012/01/17(10:00),,2.8,8.6,-6.6
2012,1,16,79342,78635,71422,7213,10.1,2012/01/16(10:00),,1.2,7.3,-14.2
2012,1,15,79342,78840,60377,18463,30.6,2012/01/15(24:00),,-0.6,3.8,-13.1
2012,1,14,79342,77885,63746,14139,22.2,2012/01/14(11:00),,-1,4.9,-15.2
2012,1,13,79342,78157,71893,6264,8.7,2012/01/13(10:00),,-0.2,5.3,-12.1
2012,1,12,79342,78388,71980,6408,8.9,2012/01/12(11:00),,-3.4,2.2,-18.5
2012,1,11,79342,79069,72453,6616,9.1,2012/01/11(10:00),,-3,0.7,-15.4
2012,1,10,79342,78816,71620,7196,10,2012/01/10(10:00),,0,4.5,-14.2
2012,1,9,79342,78728,71646,7082,9.9,2012/01/09(10:00),,0.1,4.9,-10.5
2012,1,8,79342,78074,61089,16985,27.8,2012/01/08(01:00),,-1.9,4.7,-18.3
2012,1,7,79342,78611,64570,14041,21.7,2012/01/07(11:00),,-3.3,4.1,-20.4
2012,1,6,79342,78897,72552,6345,8.7,2012/01/06(10:00),,-2.6,3.7,-16.5
2012,1,5,79342,79061,72199,6862,9.5,2012/01/05(10:00),,-4.1,1.5,-19.6
2012,1,4,79342,78969,72865,6104,8.4,2012/01/04(10:00),,-4,-1,-15.6
2012,1,3,79342,78653,71631,7022,9.8,2012/01/03(10:00),,-1.9,2.8,-14.4
2012,1,2,79342,78563,69015,9548,13.8,2012/01/02(11:00),,-2.8,2.6,-16.4
2012,1,1,79342,78281,58124,20157,34.7,2012/01/01(24:00),,-0.3,3.8,-10.6
2011,12,31,79342,79891,60312,19579,32.5,2011/12/31(01:00),,-1.2,3.8,-16.6
2011,12,30,79342,80044,68524,11520,16.8,2011/12/30(10:00),,-2.1,4.6,-14.5
2011,12,29,79342,80094,68986,11108,16.1,2011/12/29(10:00),,0.2,5.4,-10.6
2011,12,28,79342,79813,71482,8331,11.7,2011/12/28(10:00),,-0.5,5.9,-17
2011,12,27,79342,79705,72554,7151,9.9,2011/12/27(10:00),,-3.3,3.8,-18.8
2011,12,26,79342,79440,72128,7312,10.1,2011/12/26(11:00),,-4.8,0.2,-18.7
2011,12,25,79342,77224,60765,16459,27.1,2011/12/25(24:00),,-4.1,0,-16.5
2011,12,24,79342,79009,63489,15520,24.4,2011/12/24(01:00),,-3.1,1.2,-14.7
2011,12,23,79342,79663,71886,7777,10.8,2011/12/23(10:00),,-4.4,1,-19.4
2011,12,22,79342,79063,70990,8073,11.4,2011/12/22(10:00),,-1.6,3.5,-16.2
2011,12,21,79342,78469,70090,8379,12,2011/12/21(10:00),,2.4,6.7,-8.9
2011,12,20,79342,78095,71573,6522,9.1,2011/12/20(10:00),,-0.2,5.5,-17.3
2011,12,19,79342,77097,71145,5952,8.4,2011/12/19(10:00),,-1.1,4.7,-14.2
2011,12,18,79342,76394,60134,16260,27,2011/12/18(24:00),,-0.6,4.3,-13
2011,12,17,79342,75751,64187,11564,18,2011/12/17(11:00),,-3.4,1.5,-18.3
2011,12,16,79342,76723,69899,6824,9.8,2011/12/16(17:00),,-3.7,-0.3,-16.2
2011,12,15,79342,75863,68667,7196,10.5,2011/12/15(17:00),,0.1,5.3,-11.1
2011,12,14,79213,75231,68985,6246,9.1,2011/12/14(10:00),,3.9,10,-10.5
2011,12,13,79213,77518,69017,8501,12.3,2011/12/13(10:00),,2.2,9.8,-17.9
2011,12,12,79213,77133,67595,9538,14.1,2011/12/12(18:00),,4.4,9.5,-11.3
2011,12,11,79213,76271,57849,18422,31.8,2011/12/11(01:00),,3.5,7,-6.6
2011,12,10,79213,75643,61464,14179,23.1,2011/12/10(11:00),,-0.5,3.4,-13.4
2011,12,9,79213,76942,69410,7532,10.9,2011/12/09(11:00),,-0.6,2.7,-11
2011,12,8,79213,76779,68671,8108,11.8,2011/12/08(18:00),,3.3,7.4,-7.8
2011,12,7,79213,77449,66500,10949,16.5,2011/12/07(11:00),,5.7,9.1,-6.3
2011,12,6,79213,77572,67180,10392,15.5,2011/12/06(11:00),,4.6,9.2,-8.5
2011,12,5,79213,77270,67115,10155,15.1,2011/12/05(18:00),,2.8,8.2,-14.6
2011,12,4,79213,75204,55878,19326,34.6,2011/12/04(24:00),,4.9,9,-5.3
2011,12,3,79213,74497,57807,16690,28.9,2011/12/03(11:00),,6.3,9.6,-1.2
2011,12,2,79213,76908,65139,11769,18.1,2011/12/02(11:00),,6.5,9.4,-2.1
2011,12,1,79213,76409,65542,10867,16.6,2011/12/01(18:00),,6,8.2,-2.5
2011,11,30,79213,77072,64892,12180,18.8,2011/11/30(15:00),,8,11.5,-1.7
2011,11,29,79213,75656,63079,12577,19.9,2011/11/29(18:00),,11.8,16.6,8.2
2011,11,28,79213,74543,62210,12333,19.8,2011/11/28(11:00),,12,18.2,-0.3
2011,11,27,79213,72207,54280,17927,33,2011/11/27(01:00),,10.7,17.5,-3.3
2011,11,26,79213,72069,58814,13255,22.5,2011/11/26(11:00),,5.9,12.5,-7.6
2011,11,25,79213,75040,66512,8528,12.8,2011/11/25(10:00),,2.9,9.3,-8.5
2011,11,24,79213,75460,67554,7906,11.7,2011/11/24(18:00),,1.9,5.9,-9
2011,11,23,79213,76153,66818,9335,14,2011/11/23(18:00),,5.5,10.4,-6.2
2011,11,22,79213,74856,65709,9147,13.9,2011/11/22(18:00),,5,9.2,-7.9
2011,11,21,79213,75221,65357,9864,15.1,2011/11/21(19:00),,2.7,8.4,-7.8
2011,11,20,79213,73469,54654,18815,34.4,2011/11/20(23:00),,3.9,7.7,-6.2
2011,11,19,79213,72269,55031,17238,31.3,2011/11/19(11:00),,13.2,18.1,7.6
2011,11,18,79213,75094,61210,13884,22.7,2011/11/18(18:00),,14.5,17.5,5.1
2011,11,17,79213,75098,62286,12812,20.6,2011/11/17(19:00),,11.9,15.7,-0.8
2011,11,16,79213,75005,61292,13713,22.4,2011/11/16(19:00),,9.1,17,-5.5
2011,11,15,79213,75560,62550,13010,20.8,2011/11/15(19:00),,7,14,-4.6
2011,11,14,79213,75331,62271,13060,21,2011/11/14(19:00),,8,13.5,-3.7
2011,11,13,79213,74064,52104,21960,42.1,2011/11/13(23:00),,11.7,17,0.1
2011,11,12,79213,73259,54054,19205,35.5,2011/11/12(11:00),,11.7,17,-0.2
2011,11,11,79213,74649,60197,14452,24,2011/11/11(19:00),,12.4,16.6,1.7
2011,11,10,79213,73870,61125,12745,20.9,2011/11/10(19:00),,13.4,16.9,0.3
2011,11,9,79213,72781,60409,12372,20.5,2011/11/09(19:00),,13.7,16.6,4.3
2011,11,8,79213,72364,61174,11190,18.3,2011/11/08(19:00),,14.3,17.6,6.3
2011,11,7,79213,72931,60708,12223,20.1,2011/11/07(19:00),,15.5,19.2,8.2
2011,11,6,79213,70613,51533,19080,37,2011/11/06(23:00),,16.2,19,8.3
2011,11,5,79213,68640,54200,14440,26.6,2011/11/05(12:00),,18.9,23.4,10.9
2011,11,4,79213,70597,60326,10271,17,2011/11/04(19:00),,18.7,23.8,7.6
2011,11,3,79213,72140,60915,11225,18.4,2011/11/03(19:00),,17.2,23.8,2.1
2011,11,2,79213,72063,60192,11871,19.7,2011/11/02(19:00),,16.3,22.1,3.3
2011,11,1,79213,71945,60289,11656,19.3,2011/11/01(19:00),,14.9,22.3,-0.7
2011,10,31,79213,71995,60913,11082,18.2,2011/10/31(19:00),,13.2,21.2,김해시
2011,10,30,78813,67857,51704,16153,31.2,2011/10/30(23:00),,14.1,19.6,0.9
2011,10,29,78813,68125,55053,13072,23.7,2011/10/29(11:00),,13.3,17.1,5.2
2011,10,28,78813,70804,60753,10051,16.5,2011/10/28(19:00),,13,20.2,2.4
2011,10,27,78813,70758,61921,8837,14.3,2011/10/27(19:00),,10.8,19.4,-2.3
2011,10,26,78813,71077,61599,9478,15.4,2011/10/26(19:00),,8,16.5,-5.5
2011,10,25,78813,71261,62575,8686,13.9,2011/10/25(19:00),,8.6,13.5,-2.5
2011,10,24,78813,71308,61578,9730,15.8,2011/10/24(19:00),,14.2,17,5
2011,10,23,78813,69284,51428,17856,34.7,2011/10/23(23:00),,14.7,19.7,3.2
2011,10,22,78813,70165,54621,15544,28.5,2011/10/22(11:00),,15.2,19,8
2011,10,21,78813,71264,60554,10710,17.7,2011/10/21(19:00),,15.9,20.1,3.7
2011,10,20,78813,71075,61343,9732,15.9,2011/10/20(19:00),,15,21.4,0.8
2011,10,19,78813,71075,60644,10431,17.2,2011/10/19(19:00),,12.3,21.1,-4.2
2011,10,18,78813,71029,61448,9581,15.6,2011/10/18(19:00),,9.8,17.9,-4.5
2011,10,17,78813,70421,61107,9314,15.2,2011/10/17(19:00),,13,19.1,0.5
2011,10,16,78813,67909,50957,16952,33.3,2011/10/16(23:00),,15.5,20.4,김해시
2011,10,15,78813,69893,53962,15931,29.5,2011/10/15(12:00),,15.7,20.6,6
2011,10,14,78813,69937,60044,9893,16.5,2011/10/14(19:00),,14.4,16.1,4.6
2011,10,13,78813,69436,60907,8529,14,2011/10/13(19:00),,16.7,24.6,1.2
2011,10,12,78813,69499,60476,9023,14.9,2011/10/12(19:00),,15,21.5,2.9
2011,10,11,78813,69354,60691,8663,14.3,2011/10/11(19:00),,16.1,23.8,4.4
2011,10,10,78813,70164,60712,9452,15.6,2011/10/10(19:00),,16.5,24.5,4
2011,10,9,78813,67647,50842,16805,33.1,2011/10/09(20:00),,15.5,23.1,2
2011,10,8,78813,67923,53737,14186,26.4,2011/10/08(11:00),,14.5,22.7,0.4
2011,10,7,78813,69673,59674,9999,16.8,2011/10/07(19:00),,14.1,21.7,-0.3
2011,10,6,78813,70922,60086,10836,18,2011/10/06(19:00),,15.6,22.3,2.7
2011,10,5,78813,71323,59182,12141,20.5,2011/10/05(19:00),,15.6,22.5,5.3
2011,10,4,78813,70880,59282,11598,19.6,2011/10/04(19:00),,13.9,21.9,-1
2011,10,3,78813,69938,53024,16914,31.9,2011/10/03(20:00),,12.3,20.1,-1.8
2011,10,2,78813,68207,49454,18753,37.9,2011/10/02(23:00),,12.9,18.7,-0.1
2011,10,1,78813,69755,52404,17351,33.1,2011/10/01(11:00),,13.4,19.3,2.2
2011,9,30,78813,70389,57516,12873,22.4,2011/09/30(20:00),,16.9,21.5,5.7
2011,9,29,78813,69558,60274,9284,15.4,2011/09/29(19:00),,17.9,20.2,9.3
2011,9,28,78813,69942,59963,9979,16.6,2011/09/28(15:00),,18.5,23.5,1.4
2011,9,27,78813,70085,61003,9082,14.9,2011/09/27(20:00),,18.4,26.4,1.7
2011,9,26,78813,70085,60018,10067,16.8,2011/09/26(20:00),,18.4,26.5,3.3
2011,9,25,78813,68698,51479,17219,33.4,2011/09/25(20:00),,18.4,25.8,3
2011,9,24,78813,67993,54366,13627,25.1,2011/09/24(12:00),,18.1,25.5,4.6
2011,9,23,78813,69907,59500,10407,17.5,2011/09/23(15:00),,17.5,25.3,3.2
2011,9,22,78813,70786,59707,11079,18.6,2011/09/22(20:00),,16.7,24,2.1
2011,9,21,78813,70175,58737,11438,19.5,2011/09/21(15:00),,17.3,23.2,5
2011,9,20,78813,70317,59172,11145,18.8,2011/09/20(20:00),,17.4,21.5,8.4
2011,9,19,78813,70624,59227,11397,19.2,2011/09/19(20:00),,18,20.5,8.9
2011,9,18,78813,70022,52738,17284,32.8,2011/09/18(20:00),,21.6,25.3,10.2
2011,9,17,78813,69489,62936,6553,10.4,2011/09/17(15:00),,24.8,30,14.8
2011,9,16,78813,70811,67405,3406,5.1,2011/09/16(15:00),,25.2,31.5,15.1
2011,9,15,78813,70622,67281,3341,5,2011/09/15(15:00),,24.8,31.1,15.8
2011,9,14,78813,70135,58754,11381,19.4,2011/09/14(17:00),,24.9,30.5,16
2011,9,13,78813,72425,48043,24382,50.8,2011/09/13(20:00),,24.5,29.5,16.6
2011,9,12,78813,71797,42993,28804,67,2011/09/12(21:00),,23.7,28.2,16.6
2011,9,11,78813,72602,45021,27581,61.3,2011/09/11(20:00),,21.6,24.6,남원
2011,9,10,78813,72300,51803,20497,39.6,2011/09/10(11:00),,19.8,22.1,12.7
2011,9,9,78813,74525,62293,12232,19.6,2011/09/09(11:00),,20.8,23.9,13
2011,9,8,78813,75421,64524,10897,16.9,2011/09/08(15:00),,21.8,25.8,12.5
2011,9,7,78813,75309,64990,10319,15.9,2011/09/07(15:00),,21.3,27.9,8.2
2011,9,6,78813,75435,66278,9157,13.8,2011/09/06(15:00),,21.8,28.3,9.1
2011,9,5,78813,75673,66594,9079,13.6,2011/09/05(15:00),,22.4,28.1,12.5
2011,9,4,78813,74517,54861,19656,35.8,2011/09/04(20:00),,23.3,28.3,14.7
2011,9,3,78813,74446,61977,12469,20.1,2011/09/03(15:00),,24.7,29.5,16.1
2011,9,2,79246,76885,71061,5824,8.2,2011/09/02(15:00),,25.2,30.3,14.2
2011,9,1,79246,77135,70529,6606,9.4,2011/09/01(15:00),,25.8,32.1,14.7
2011,8,31,79246,77636,72194,5442,7.5,2011/08/31(15:00),,26,31.8,16
2011,8,30,79246,77609,71745,5864,8.2,2011/08/30(15:00),,25.7,30.9,18.3
2011,8,29,79246,77409,70767,6642,9.4,2011/08/29(15:00),,25.8,31,18.1
2011,8,28,79246,77616,56941,20675,36.3,2011/08/28(21:00),,25.2,30.2,15.3
2011,8,27,79246,77880,60944,16936,27.8,2011/08/27(12:00),,25,29.5,17.3
2011,8,26,79246,78299,66226,12073,18.2,2011/08/26(15:00),,23.9,27.7,13.6
2011,8,25,79246,78340,65285,13055,20,2011/08/25(15:00),,23.4,27.5,14.5
2011,8,24,79246,77907,63959,13948,21.8,2011/08/24(15:00),,22.4,25.9,14.1
2011,8,23,79246,77977,63587,14390,22.6,2011/08/23(15:00),,21.7,25.7,17.9
2011,8,22,79246,77820,64261,13559,21.1,2011/08/22(15:00),,21.7,25.7,10.3
2011,8,21,79246,77977,53116,24861,46.8,2011/08/21(21:00),,22.5,27.9,18.3
