년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,,평균기온(℃),평균최고기온(℃),최저기온(℃)
2018,12,13,118266,97903,83702,14201,17,2018/12/13(10:00),,-0.3,5.1,-13.1
2018,12,12,118266,97110,83447,13663,16.4,2018/12/12(10:00),,-0.5,3.8,-13.6
2018,12,11,118266,98271,85463,12808,15,2018/12/11(11:00),,0.3,2.6,-11.3
2018,12,10,118266,97775,83776,13999,16.7,2018/12/10(10:00),,-1.9,5.4,-17.1
2018,12,9,118266,95642,67263,28379,42.2,2018/12/09(19:00),,-4.4,0.7,-17.9
2018,12,8,118266,95541,69510,26031,37.4,2018/12/08(01:00),,-5,-1,-15.1
2018,12,7,118266,96189,82072,14117,17.2,2018/12/07(17:00),,-3,3.1,-14.4
2018,12,6,118266,94062,78157,15905,20.4,2018/12/06(10:00),,4,6.9,-4.1
2018,12,5,118266,95421,76287,19134,25.1,2018/12/05(10:00),,3.9,7.9,-7.5
2018,12,4,118266,95299,73600,21699,29.5,2018/12/04(10:00),,10.2,14.1,-2.8
2018,12,3,118266,93342,73728,19614,26.6,2018/12/03(10:00),,12.1,15.2,-1
2018,12,2,118266,91105,60232,30873,51.3,2018/12/02(19:00),,8.5,15.3,-6.7
2018,12,1,118266,93351,63484,29867,47,2018/12/01(01:00),,5.4,11.9,-5.8
2018,11,30,118266,94970,74676,20294,27.2,2018/11/30(10:00),,5.1,12.1,-9
2018,11,29,118266,93480,75914,17566,23.1,2018/11/29(10:00),,5,11.4,-7.5
2018,11,28,118266,92262,74495,17767,23.8,2018/11/28(10:00),,5.9,12.1,-5.9
2018,11,27,118266,91509,74408,17101,23,2018/11/27(10:00),,7.8,14.9,-5.6
2018,11,26,118266,90334,74483,15851,21.3,2018/11/26(10:00),,5.9,13.9,-6.3
2018,11,25,118266,88825,60418,28407,47,2018/11/25(19:00),,5.7,11.3,-2.6
2018,11,24,118266,89340,66363,22977,34.6,2018/11/24(11:00),,3.7,7.1,-8.3
2018,11,23,118266,89284,74515,14769,19.8,2018/11/23(10:00),,2.3,8.6,-9.2
2018,11,22,118266,89678,73930,15748,21.3,2018/11/22(18:00),,4.1,8.8,-6.4
2018,11,21,118266,88807,74205,14602,19.7,2018/11/21(17:00),,6.2,11.1,-3.8
2018,11,20,118266,89359,72086,17273,24,2018/11/20(09:00),,6.1,13.5,-5.5
2018,11,19,118266,89749,71325,18424,25.8,2018/11/19(18:00),,7.2,13.6,-4.6
2018,11,18,118266,88836,59566,29270,49.1,2018/11/18(19:00),,6.4,11.1,-3.3
2018,11,17,118266,89280,60668,28612,47.2,2018/11/17(01:00),,7.4,13.7,-4.9
2018,11,16,117996,89388,71160,18228,25.6,2018/11/16(10:00),,9,13.7,-1.2
2018,11,15,117996,88965,69041,19924,28.9,2018/11/15(18:00),,8.7,16.5,-2.8
2018,11,14,117996,87850,69403,18447,26.6,2018/11/14(09:00),,8.5,15.9,-2.1
2018,11,13,117996,88097,69176,18921,27.4,2018/11/13(01:00),,8.8,15.4,-1.4
2018,11,12,117996,88116,67888,20228,29.8,2018/11/12(10:00),,9.3,14.9,-2.4
2018,11,11,117996,85994,58243,27751,47.6,2018/11/11(19:00),,9.5,14.3,-3
2018,11,10,117996,85852,59583,26269,44.1,2018/11/10(01:00),,10.9,18.2,0.8
2018,11,9,117996,88746,69575,19171,27.6,2018/11/09(10:00),,12.4,16.1,2.5
2018,11,8,117996,88392,71046,17346,24.4,2018/11/08(15:00),,14,17.1,6.6
2018,11,7,117996,86002,70063,15939,22.7,2018/11/07(10:00),,12.8,15.5,5.8
2018,11,6,117996,86299,68452,17847,26.1,2018/11/06(10:00),,11.8,19,0.3
2018,11,5,117996,85339,68082,17257,25.3,2018/11/05(19:00),,10.7,19.1,-2.7
2018,11,4,117996,83304,58032,25272,43.5,2018/11/04(20:00),,10.2,19.8,-3.9
2018,11,3,117996,84461,59940,24521,40.9,2018/11/03(01:00),,9.7,19.3,-4
2018,11,2,117996,86318,68213,18105,26.5,2018/11/02(09:00),,9,18.3,-5.1
2018,11,1,117996,85019,69302,15717,22.7,2018/11/01(19:00),,7.7,16,-6.6
2018,10,31,117996,84708,69211,15497,22.4,2018/10/31(19:00),,7.8,14.2,2.8
2018,10,30,117996,84796,70329,14467,20.6,2018/10/30(19:00),,7.5,13.1,-4.5
2018,10,29,117996,84867,69629,15238,21.9,2018/10/29(19:00),,9.8,15.5,-0.8
2018,10,28,117996,80886,57363,23523,41,2018/10/28(20:00),,10.6,16.5,-0.8
2018,10,27,117996,78853,59055,19798,33.5,2018/10/27(19:00),,10.6,14.3,0.7
2018,10,26,117996,78637,68352,10285,15,2018/10/26(10:00),,12.3,15.1,1.9
2018,10,25,117996,80187,68029,12158,17.9,2018/10/25(19:00),,12.3,20.9,-2.1
2018,10,24,117996,80567,67241,13326,19.8,2018/10/24(19:00),,12.2,19.5,7.1
2018,10,23,117996,80016,68261,11755,17.2,2018/10/23(19:00),,13.2,19.3,2.1
2018,10,22,117996,80080,67942,12138,17.9,2018/10/22(19:00),,12.8,20.1,-1
2018,10,21,117996,78562,57268,21294,37.2,2018/10/21(20:00),,11.6,20.8,-2.7
2018,10,20,117996,77857,58460,19397,33.2,2018/10/20(19:00),,11.5,20.5,-2.5
2018,10,19,117996,81181,66699,14482,21.7,2018/10/19(19:00),,12.1,19.3,-0.1
2018,10,18,117996,81609,68273,13336,19.5,2018/10/18(19:00),,11.6,17.7,6.2
2018,10,17,117996,81346,67428,13918,20.4,2018/10/17(19:00),,12.4,19.3,2.2
2018,10,16,117996,80683,68140,12543,18.4,2018/10/16(19:00),,13,18.5,9.1
2018,10,15,117996,82338,67919,14419,21.2,2018/10/15(01:00),,14,21.1,1.7
2018,10,14,117996,80738,57197,23541,41.2,2018/10/14(20:00),,13.1,20.3,1.2
2018,10,13,117996,79514,58171,21343,36.7,2018/10/13(20:00),,11.8,19.7,-2.7
2018,10,12,117996,83471,66908,16563,24.8,2018/10/12(19:00),,10.4,17.6,-3
2018,10,11,117996,82365,67931,14434,21.2,2018/10/11(19:00),,10.7,16,-1
2018,10,10,117996,80746,67212,13534,20.1,2018/10/10(19:00),,13.9,17.8,9.2
2018,10,9,117996,81359,63339,18020,28.5,2018/10/09(20:00),,14.8,19.8,0.9
2018,10,8,117996,82849,66445,16404,24.7,2018/10/08(19:00),,14.5,21.1,1.4
2018,10,7,117996,80216,56947,23269,40.9,2018/10/07(20:00),,17.6,23.7,6
2018,10,6,117996,80345,60380,19965,33.1,2018/10/06(11:00),,18.8,22,11.8
2018,10,5,117996,83732,68545,15187,22.2,2018/10/05(17:00),,17.5,19.3,15.7
2018,10,4,117996,83069,68210,14859,21.8,2018/10/04(19:00),,18.1,24.6,2.7
2018,10,3,117996,82997,63204,19793,31.3,2018/10/03(20:00),,15.5,23.5,9.2
2018,10,2,117996,83866,66291,17575,26.5,2018/10/02(19:00),,15.5,22.1,2.5
2018,10,1,117996,84255,66789,17466,26.2,2018/10/01(19:00),,16,20,5.6
2018,9,30,117996,85610,57311,28299,49.4,2018/09/30(20:00),,18.5,24.7,7.6
2018,9,29,117996,85117,59632,25485,42.7,2018/09/29(20:00),,18.6,23.7,14.1
2018,9,28,117996,87832,66524,21308,32,2018/09/28(17:00),,16.9,22.1,3
2018,9,27,117996,88882,65404,23478,35.9,2018/09/27(19:00),,17.2,23.9,4.7
2018,9,26,117996,87542,55992,31550,56.3,2018/09/26(20:00),,17.8,23.1,8.4
2018,9,25,117996,87802,51414,36388,70.8,2018/09/25(20:00),,16.5,23.6,1.8
2018,9,24,117996,87986,47981,40005,83.4,2018/09/24(20:00),,16.6,22.1,4.7
2018,9,23,117996,88136,51604,36532,70.8,2018/09/23(20:00),,18.9,25.7,8.2
2018,9,22,117996,89729,57029,32700,57.3,2018/09/22(20:00),,20.3,26.4,9.5
2018,9,21,117996,95074,69729,25345,36.3,2018/09/21(11:00),,19.3,21.1,13.2
2018,9,20,117996,93862,71784,22078,30.8,2018/09/20(15:00),,19.7,21.5,12.5
2018,9,19,117996,92949,72654,20295,27.9,2018/09/19(15:00),,20.6,25.1,16.6
2018,9,18,117996,92418,72897,19521,26.8,2018/09/18(17:00),,21,27.4,7.7
2018,9,17,117996,92041,73080,18961,25.9,2018/09/17(17:00),,21.9,27.3,10.9
2018,9,16,117996,84610,61788,22822,36.9,2018/09/16(20:00),,22.7,26.5,15.4
2018,9,15,117996,87380,64896,22484,34.6,2018/09/15(12:00),,22,24.6,14.8
2018,9,14,117996,92337,73530,18807,25.6,2018/09/14(15:00),,21.6,24.5,10.5
2018,9,13,117996,92278,73607,18671,25.4,2018/09/13(17:00),,20.9,24.2,11.2
2018,9,12,117996,92726,73004,19722,27,2018/09/12(17:00),,21,26.7,9.6
2018,9,11,117996,92845,71320,21525,30.2,2018/09/11(17:00),,19.6,24.6,7.1
2018,9,10,117996,91723,72230,19493,27,2018/09/10(17:00),,20.6,26,15.6
2018,9,9,117996,88849,59747,29102,48.7,2018/09/09(20:00),,20.4,27,5.6
2018,9,8,117996,86196,61542,24654,40.1,2018/09/08(20:00),,19.5,25.3,8.1
2018,9,7,117996,94835,73304,21531,29.4,2018/09/07(15:00),,21.3,25.4,10.3
2018,9,6,117996,94775,76604,18171,23.7,2018/09/06(15:00),,22.6,27.1,18.2
2018,9,5,117996,94830,75416,19414,25.7,2018/09/05(17:00),,23.3,28.7,13.8
2018,9,4,117996,94239,76268,17971,23.6,2018/09/04(17:00),,23.7,28.6,19.7
2018,9,3,117996,94223,78405,15818,20.2,2018/09/03(17:00),,23.8,27.3,16
2018,9,2,117996,91846,62574,29272,46.8,2018/09/02(20:00),,22.4,26.5,10.1
2018,9,1,117996,92587,65117,27470,42.2,2018/09/01(15:00),,23.3,28,13.5
2018,8,31,117996,97053,77420,19633,25.4,2018/08/31(11:00),,23.7,27.1,14.7
2018,8,30,117996,97129,81281,15848,19.5,2018/08/30(17:00),,26.3,30.4,19.4
2018,8,29,117840,97798,80284,16872,21,2018/08/29(17:00),,26.1,30.5,17.4
2018,8,28,117840,98287,79359,18928,23.9,2018/08/28(17:00),,25.1,28.9,13.4
2018,8,27,117840,98259,77224,21035,27.2,2018/08/27(17:00),,23.5,25.9,16.2
2018,8,26,117840,89602,61434,28168,45.9,2018/08/26(20:00),,22.3,25.6,14.9
2018,8,25,117840,91111,68483,22628,33,2018/08/25(14:00),,24.5,28.6,17.9
2018,8,24,117840,98764,79844,18920,23.7,2018/08/24(12:00),,25.6,29,19
2018,8,23,117840,98679,84786,13893,16.4,2018/08/23(15:00),,27.1,30,19
2018,8,22,117840,97791,87911,9880,11.2,2018/08/22(17:00),,28.9,34.7,15.1
2018,8,21,117840,98147,84025,14122,16.8,2018/08/21(17:00),,26.8,32.3,17.2
2018,8,20,117840,99274,83917,15357,18.3,2018/08/20(17:00),,26.4,31.9,14.1
2018,8,19,117840,93003,66730,26273,39.4,2018/08/19(20:00),,25.2,31.6,13.6
2018,8,18,117840,93030,67131,25899,38.6,2018/08/18(17:00),,24.2,30.3,10.9
2018,8,17,117840,99458,80289,19169,23.9,2018/08/17(17:00),,25.1,30.1,14.7
2018,8,16,117840,99943,88720,11223,12.6,2018/08/16(15:00),,27.1,32,부안
2018,8,15,117840,98106,83275,14831,17.8,2018/08/15(15:00),,29.4,35.9,18.4
2018,8,14,117840,100250,91548,8702,9.5,2018/08/14(17:00),,29.9,36,19.6
2018,8,13,117840,100194,91405,8789,9.6,2018/08/13(17:00),,29.7,35.3,21.1
2018,8,12,117840,90835,73509,17326,23.6,2018/08/12(20:00),,28.1,33,16.1
2018,8,11,117840,90671,75167,15504,20.6,2018/08/11(15:00),,27.7,32.3,18.7
2018,8,10,117840,100189,87807,12382,14.1,2018/08/10(17:00),,27.7,32.4,19.3
2018,8,9,117840,99902,88582,11320,12.8,2018/08/09(17:00),,28.5,33.7,19.8
2018,8,8,117840,99829,88955,10874,12.2,2018/08/08(17:00),,28.8,34.6,19.8
2018,8,7,117840,99399,88893,10506,11.8,2018/08/07(17:00),,28.6,33.3,19.7
2018,8,6,117840,99237,88816,10421,11.7,2018/08/06(17:00),,29.1,34.2,20.1
2018,8,5,117840,95002,74791,20211,27,2018/08/05(21:00),,30,35.3,20.6
2018,8,4,117840,95423,74087,21336,28.8,2018/08/04(20:00),,30.3,35.6,25.9
2018,8,3,117840,99023,81589,17434,21.4,2018/08/03(17:00),,30.1,35.6,25.4
2018,8,2,117840,97975,82283,15692,19.1,2018/08/02(18:00),,30.2,36.1,16.5
2018,8,1,117840,96321,82486,13835,16.8,2018/08/01(18:00),,30,36.6,17.3
2018,7,31,117477,96087,83087,13000,15.6,2018/07/31(17:00),,29.2,35.3,23.9
2018,7,30,117477,96016,82882,13134,15.8,2018/07/30(17:00),,29,34,18.1
2018,7,29,117477,92104,72063,20041,27.8,2018/07/29(20:00),,29.4,34.6,20.1
2018,7,28,117477,92232,77487,14745,19,2018/07/28(12:00),,28.9,34.4,20.7
2018,7,27,117205,99117,90678,8439,9.3,2018/07/27(17:00),,30,35.9,19.6
2018,7,26,117205,99309,90682,8627,9.5,2018/07/26(17:00),,29.9,35.2,21
2018,7,25,117205,99296,90399,8897,9.8,2018/07/25(17:00),,29.7,34.6,20.5
2018,7,24,117205,99570,92478,7092,7.7,2018/07/24(17:00),,29.7,35.3,19.7
2018,7,23,117205,98296,90695,7601,8.4,2018/07/23(17:00),,29.6,35,20.6
2018,7,22,117205,97241,73794,23447,31.8,2018/07/22(21:00),,29.6,35.2,17.2
2018,7,21,117205,95628,76999,18629,24.2,2018/07/21(15:00),,29.3,35.4,18.8
2018,7,20,117205,97502,88080,9422,10.7,2018/07/20(17:00),,28.7,35.2,15.7
2018,7,19,117205,97937,87591,10346,11.8,2018/07/19(17:00),,28.1,34,17.8
2018,7,18,117205,97759,86710,11048,12.7,2018/07/18(17:00),,27.8,33.4,18.6
2018,7,17,117205,97113,86286,10827,12.5,2018/07/17(17:00),,28.1,33.4,19.3
2018,7,16,117205,95758,86306,9452,11,2018/07/16(17:00),,28.2,33.9,18.9
2018,7,15,117205,93127,69798,23329,33.4,2018/07/15(21:00),,28.2,33.9,23.4
2018,7,14,117205,92605,70700,21905,31,2018/07/14(15:00),,27.9,33,19.7
2018,7,13,117205,95558,82076,13482,16.4,2018/07/13(17:00),,27.8,32.6,20.1
2018,7,12,117205,96809,81393,15416,18.9,2018/07/12(17:00),,27.4,32.1,18.9
2018,7,11,117205,96148,79406,16742,21.1,2018/07/11(15:00),,26.1,30.3,18
2018,7,10,117205,95595,76258,19337,25.4,2018/07/10(17:00),,24,28.5,14.3
2018,7,9,117205,95045,70920,24125,34,2018/07/09(15:00),,20.2,21.9,12.7
2018,7,8,117205,90879,58944,31935,54.2,2018/07/08(21:00),,20.9,24.8,10.4
2018,7,7,117205,89827,60855,28972,47.6,2018/07/07(16:00),,21.3,25.9,10.8
2018,7,6,117205,91535,73639,17896,24.3,2018/07/06(15:00),,21.8,24,12.5
2018,7,5,117205,91119,77530,13589,17.5,2018/07/05(15:00),,23.6,26.9,21.8
2018,7,4,117205,89359,78919,10440,13.2,2018/07/04(17:00),,25.6,30.8,17
2018,7,3,117205,89020,77312,11708,15.1,2018/07/03(15:00),,24.8,28.5,22.1
2018,7,2,117205,89068,75611,11676,15.1,2018/07/02(15:00),,23.5,26.5,16.7
2018,7,1,117205,87679,60609,27070,44.7,2018/07/01(21:00),,22.7,26,16.2
2018,6,30,117205,88076,65571,22505,34.3,2018/06/30(14:00),,23.2,26.9,14.6
2018,6,29,117111,89332,75049,14283,19,2018/06/29(17:00),,24.2,29.1,20.6
2018,6,28,117111,88067,74820,13247,17.7,2018/06/28(15:00),,23,25.9,16
2018,6,27,117111,87793,74803,12990,17.4,2018/06/27(17:00),,24.4,28.8,17.1
2018,6,26,117111,89067,75237,13830,18.4,2018/06/26(17:00),,23.4,26.4,14.7
2018,6,25,117111,87256,76606,10650,13.9,2018/06/25(17:00),,25.4,32.5,14.2
2018,6,24,117111,84269,60899,23370,38.4,2018/06/24(21:00),,25.5,32.7,13.2
2018,6,23,117111,83862,61832,22030,35.6,2018/06/23(15:00),,24,29.9,14.8
2018,6,22,117111,86209,73832,12377,16.8,2018/06/22(17:00),,23.8,31,9.2
2018,6,21,117790,86791,72656,14135,19.5,2018/06/21(17:00),,23.1,29.5,11.7
2018,6,20,117790,85079,72551,12528,17.3,2018/06/20(17:00),,22.5,28.2,11.9
2018,6,19,117790,84861,72215,12646,17.5,2018/06/19(15:00),,21.3,25.7,11.9
2018,6,18,117790,84329,73210,11119,15.2,2018/06/18(17:00),,23.3,29.7,17.9
2018,6,17,117790,83729,58275,25454,43.7,2018/06/17(21:00),,20.8,27,함양군
2018,6,16,117790,83170,58833,24337,41.4,2018/06/16(21:00),,19.7,25.7,7.5
2018,6,15,117790,85115,68421,16694,24.4,2018/06/15(17:00),,19.9,24.6,10.2
2018,6,14,117790,85370,68133,17237,25.3,2018/06/14(17:00),,20.5,24.8,11.3
2018,6,13,117790,85139,65009,20130,31,2018/06/13(15:00),,20.4,25.4,9.8
2018,6,12,117790,84032,68930,15102,21.9,2018/06/12(17:00),,19.5,24.5,8.4
2018,6,11,117790,84435,68243,16192,23.7,2018/06/11(17:00),,18.5,21.7,9.5
2018,6,10,117790,83297,56753,26544,46.8,2018/06/10(21:00),,19.7,23.3,10.8
2018,6,9,117790,82730,61116,21614,35.4,2018/06/09(15:00),,21.2,26,11.4
2018,6,8,117790,83419,71187,12232,17.2,2018/06/08(17:00),,22.4,27.8,12.4
2018,6,7,117790,82558,73379,9179,12.5,2018/06/07(17:00),,23.2,30,12.5
2018,6,6,117790,82133,65117,17016,26.1,2018/06/06(17:00),,22.4,29,16.9
2018,6,5,117790,82500,71221,11279,15.8,2018/06/05(17:00),,21.6,26.4,17.9
2018,6,4,117790,81586,71429,10157,14.2,2018/06/04(17:00),,22.3,28.5,9.1
2018,6,3,117790,79806,58359,21447,36.8,2018/06/03(21:00),,22.6,30.3,8.8
2018,6,2,117790,80601,59990,20611,34.4,2018/06/02(15:00),,23.1,31.1,9.6
2018,6,1,117790,83704,70127,13577,19.4,2018/06/01(17:00),,22.1,29.9,14.4
2018,5,31,117790,84738,69024,15714,22.8,2018/05/31(17:00),,19.7,25.9,6.6
2018,5,30,117589,83449,70407,13042,18.5,2018/05/30(15:00),,20.7,25.8,10.2
2018,5,29,117589,81615,70664,10951,15.5,2018/05/29(17:00),,21.4,26.9,12.1
2018,5,28,117589,80264,70232,10032,14.3,2018/05/28(17:00),,20.4,26.2,7.3
2018,5,27,117589,78783,56576,22207,39.3,2018/05/27(21:00),,19.5,25.1,9.4
2018,5,26,117589,76661,58811,17850,30.4,2018/05/26(21:00),,20,27.8,5.9
2018,5,25,117589,80698,67071,13627,20.3,2018/05/25(15:00),,19.8,27,7.4
2018,5,24,117589,79966,66977,12989,19.4,2018/05/24(17:00),,18.9,26.7,6.2
2018,5,23,117589,80982,65409,15573,23.8,2018/05/23(17:00),,18.1,23.9,8.5
2018,5,22,117589,81093,60900,20193,33.2,2018/05/22(17:00),,17.5,23.7,5.6
2018,5,21,117589,80612,64307,16305,25.4,2018/05/21(17:00),,16.2,21.8,0.4
2018,5,20,117589,78999,55326,23673,42.8,2018/05/20(21:00),,15.7,21.7,0.6
2018,5,19,117589,79015,57867,21148,36.5,2018/05/19(11:00),,15.7,20.9,2.8
2018,5,18,117589,81942,70160,11782,16.8,2018/05/18(11:00),,17.5,21.7,4.8
2018,5,17,117589,82000,73173,8827,12.1,2018/05/17(15:00),,22.8,26.8,10
2018,5,16,117589,82967,72229,10738,14.9,2018/05/16(15:00),,22.9,25.5,12.7
2018,5,15,117589,80592,70067,10525,15,2018/05/15(17:00),,22.5,29.5,11
2018,5,14,117589,79618,66805,12813,19.2,2018/05/14(17:00),,19.3,26.9,8.2
2018,5,13,117589,76940,55959,20981,37.5,2018/05/13(21:00),,17.3,22.4,13.6
2018,5,12,117589,75171,60553,14618,24.1,2018/05/12(11:00),,16,18.7,7.9
2018,5,11,117589,79009,65425,13584,20.8,2018/05/11(17:00),,16.9,23.8,4.8
2018,5,10,117589,79074,65752,13322,20.3,2018/05/10(17:00),,15.2,22,1.4
2018,5,9,117589,79444,65350,14094,21.6,2018/05/09(17:00),,13.6,18.9,2.6
2018,5,8,117589,79415,65600,13815,21.1,2018/05/08(17:00),,15.1,19.2,4.7
2018,5,7,117589,80891,60354,20537,34,2018/05/07(21:00),,16.4,21,7.4
2018,5,6,117589,80610,55321,25289,45.7,2018/05/06(21:00),,15.9,18.7,9.4
2018,5,5,117589,79174,56278,22896,40.7,2018/05/05(01:00),,18.1,25.1,2.2
2018,5,4,117589,81094,63828,17266,27.1,2018/05/04(17:00),,14.5,21,2.2
2018,5,3,116747,80297,65747,14550,22.1,2018/05/03(20:00),,12,17.1,0.6
2018,5,2,116747,81261,67840,13421,19.8,2018/05/02(15:00),,14.9,19.2,2.6
2018,5,1,116747,81580,60435,21145,35,2018/05/01(20:00),,18.6,23.3,5
2018,4,30,116747,80785,64781,16004,24.7,2018/04/30(17:00),,18.8,25.5,6.5
2018,4,29,116747,77172,55893,21279,38.1,2018/04/29(21:00),,16.5,24.6,2.1
2018,4,28,116747,78144,56946,21198,37.2,2018/04/28(21:00),,15.9,24.2,3.1
2018,4,27,116747,79175,64547,14628,22.7,2018/04/27(17:00),,14.9,22.1,8.3
2018,4,26,116747,78154,65403,12751,19.5,2018/04/26(20:00),,14.6,22.7,-1
2018,4,25,116747,76747,64939,11808,18.2,2018/04/25(20:00),,13,21,-1.3
2018,4,24,116747,79133,68449,10684,15.6,2018/04/24(11:00),,11.6,14.1,1.7
2018,4,23,116747,79894,69692,10202,14.6,2018/04/23(11:00),,11.2,13.5,2.1
2018,4,22,116747,77731,56420,21311,37.8,2018/04/22(20:00),,15.7,21.2,4.2
2018,4,21,116747,78552,57277,21275,37.1,2018/04/21(20:00),,18.8,28,3.2
2018,4,20,116747,78947,65575,13372,20.4,2018/04/20(17:00),,17.7,27.5,8.7
2018,4,19,116747,78924,66264,12660,19.1,2018/04/19(20:00),,15.1,23.8,5.7
2018,4,18,116747,78400,65506,12894,19.7,2018/04/18(20:00),,13.2,21.2,-0.5
2018,4,17,116747,77568,66456,11112,16.7,2018/04/17(20:00),,12.6,19.8,-1.5
2018,4,16,116747,79121,65800,13321,20.2,2018/04/16(20:00),,10.9,17.7,-1
2018,4,15,116747,80067,56623,23444,41.4,2018/04/15(21:00),,10.5,16,0
2018,4,14,116747,81200,62481,18719,30,2018/04/14(11:00),,9.5,13,1.8
2018,4,13,116747,81726,66251,15475,23.4,2018/04/13(10:00),,12.8,18.2,-0.9
2018,4,12,116747,81768,66438,15330,23.1,2018/04/12(20:00),,13.2,21.2,-0.2
2018,4,11,116747,81614,65533,16081,24.5,2018/04/11(20:00),,15.5,21,4.2
2018,4,10,116747,82433,66523,15910,23.9,2018/04/10(20:00),,15.1,22.3,4.8
2018,4,9,116747,83521,68149,15372,22.6,2018/04/09(10:00),,10.7,17.6,-3.4
2018,4,8,116747,82219,58110,24109,41.5,2018/04/08(20:00),,7.2,12.6,-4.8
2018,4,7,116747,81063,60912,20151,33.1,2018/04/07(11:00),,5,9.1,-4.5
2018,4,6,116747,83403,69296,14107,20.4,2018/04/06(10:00),,7.9,12.9,-2.5
2018,4,5,116747,84634,70520,14114,20,2018/04/05(11:00),,8.5,9.9,0
2018,4,4,116747,85253,68281,16972,24.9,2018/04/04(11:00),,11.5,16.6,-0.2
2018,4,3,116747,84946,66335,18611,28.1,2018/04/03(20:00),,18,24.5,3.8
2018,4,2,116747,83579,65846,17733,26.9,2018/04/02(20:00),,17.8,24.6,5.5
2018,4,1,116747,84193,56397,27796,49.3,2018/04/01(20:00),,15.8,21.7,5.6
2018,3,31,116747,85067,57558,27509,47.8,2018/03/31(01:00),,14,22,0.3
2018,3,30,116747,89166,65637,23529,35.8,2018/03/30(10:00),,12.7,19.3,7.5
2018,3,29,116747,87826,67110,20716,30.9,2018/03/29(10:00),,14.5,21.6,3.1
2018,3,28,116747,87816,66068,21748,32.9,2018/03/28(10:00),,15,22.1,0.8
2018,3,27,116747,88147,67622,20525,30.4,2018/03/27(10:00),,13.7,21.6,-0.7
2018,3,26,116747,89715,69467,20248,29.1,2018/03/26(10:00),,12,20.3,-2.1
2018,3,25,116747,86394,57513,28881,50.2,2018/03/25(23:00),,10.8,18.7,-1.8
2018,3,24,116747,87003,61698,25305,41,2018/03/24(01:00),,9.1,15.9,-2.5
2018,3,23,116747,89581,72231,17350,24,2018/03/23(10:00),,6.2,13.5,-7.4
2018,3,22,116747,90196,73423,16773,22.8,2018/03/22(10:00),,5,11.4,-10
2018,3,21,116747,90501,78017,12484,16,2018/03/21(11:00),,1.8,3.7,-5.9
2018,3,20,116747,90937,72583,18354,25.3,2018/03/20(11:00),,5.3,8.7,-6
2018,3,19,116747,90418,72795,17623,24.2,2018/03/19(11:00),,8.5,11.4,-2.2
2018,3,18,116747,88083,58324,29259,50.2,2018/03/18(23:00),,8,13,-2
2018,3,17,116747,87175,61946,25229,40.7,2018/03/17(01:00),,5.4,12.6,순창군
2018,3,16,116747,91314,72510,18804,25.9,2018/03/16(10:00),,5.2,10.1,-11.5
2018,3,15,116747,90695,71174,19521,27.4,2018/03/15(11:00),,12.8,16.4,-2.3
2018,3,14,116747,90597,68060,22537,33.1,2018/03/14(09:00),,15.2,22.5,2
2018,3,13,116747,90231,71017,19214,27.1,2018/03/13(10:00),,12.3,20.2,-3.6
2018,3,12,116747,88956,73285,15671,21.4,2018/03/12(10:00),,7.9,16.9,-5.6
2018,3,11,116747,85495,59781,25714,43,2018/03/11(24:00),,6.4,13.8,-5.1
2018,3,10,116747,86257,64427,21830,33.9,2018/03/10(01:00),,4.8,11.4,-6.7
2018,3,9,116747,90418,75922,14496,19.1,2018/03/09(10:00),,3.5,7.7,-6.6
2018,3,8,116747,90761,78855,11906,15.1,2018/03/08(11:00),,3.3,6.3,-3
2018,3,7,116747,90131,75974,14157,18.6,2018/03/07(10:00),,5.1,9.1,-7.3
2018,3,6,116747,91932,74384,17548,23.6,2018/03/06(10:00),,4.7,11.1,-17.1
2018,3,5,116428,91613,77198,14415,18.7,2018/03/05(11:00),,5.7,11.6,-11.6
2018,3,4,116428,88452,58887,29565,50.2,2018/03/04(20:00),,11.8,17.4,-2.2
2018,3,3,116428,90231,64571,25660,39.7,2018/03/03(01:00),,7.6,16.6,-6.6
2018,3,2,116428,93668,76433,17235,22.5,2018/03/02(10:00),,1.3,8.9,-16.8
2018,3,1,116428,93988,68728,25260,36.8,2018/03/01(20:00),,2.8,6.6,-9
2018,2,28,116428,96527,78122,18405,23.6,2018/02/28(15:00),,5.6,9.1,-1.4
2018,2,27,116428,96476,77133,19343,25.1,2018/02/27(10:00),,5.1,12.5,-8.1
2018,2,26,116428,96486,76656,19830,25.9,2018/02/26(10:00),,3.1,11.7,-10.9
2018,2,25,116428,94215,63005,31210,49.5,2018/02/25(24:00),,3.8,10.5,-8.5
2018,2,24,116428,91253,66278,24975,37.7,2018/02/24(11:00),,4.6,10.8,-6.2
2018,2,23,116428,97115,79069,18046,22.8,2018/02/23(10:00),,4.4,10.3,-8.6
2018,2,22,116428,97291,79662,17629,22.1,2018/02/22(10:00),,0.6,7.3,-13.3
2018,2,21,116428,97072,80128,16944,21.1,2018/02/21(10:00),,0.5,5.4,-14.3
2018,2,20,116428,96945,79383,17562,22.1,2018/02/20(10:00),,2.7,9.1,-10.3
2018,2,19,116428,97460,76438,21022,27.5,2018/02/19(11:00),,2.8,9.2,-10.4
2018,2,18,116428,92300,61172,31128,50.9,2018/02/18(24:00),,0.8,6.8,-11.4
